session_id,participant_uuid,task_number,task_name,assigned_ai_type,assigned_persona,status,duration_minutes,started_at,completed_at
667,participant_112,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,43,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
668,participant_112,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
669,participant_112,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,49,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
670,participant_112,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,35,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
671,participant_112,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,47,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
672,participant_112,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,53,2025-09-02T11:18:36.695289,2025-09-02T11:18:36.695289
673,participant_113,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,37,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
674,participant_113,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,44,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
675,participant_113,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,36,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
676,participant_113,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,52,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
677,participant_113,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,41,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
678,participant_113,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,37,2025-08-26T11:18:36.695395,2025-08-26T11:18:36.695395
679,participant_114,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,49,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
680,participant_114,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,48,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
681,participant_114,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,47,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
682,participant_114,4,NFT Minting - ERC721 benzeri NFT,Similar,Can - Gas Optimizer,Completed,50,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
683,participant_114,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,43,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
684,participant_114,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,51,2025-11-02T11:18:36.695503,2025-11-02T11:18:36.695503
685,participant_115,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
686,participant_115,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
687,participant_115,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,40,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
688,participant_115,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,43,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
689,participant_115,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
690,participant_115,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,55,2025-11-03T11:18:36.695612,2025-11-03T11:18:36.695612
691,participant_116,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,47,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
692,participant_116,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,51,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
693,participant_116,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,37,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
694,participant_116,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,35,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
695,participant_116,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,50,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
696,participant_116,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,39,2025-11-09T11:18:36.695719,2025-11-09T11:18:36.695719
697,participant_117,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,44,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
698,participant_117,2,Voting System - Basit oylama mekanizması,Complementary,Ali - Facilitator,Completed,49,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
699,participant_117,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,48,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
700,participant_117,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,46,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
701,participant_117,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,50,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
702,participant_117,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,40,2025-08-18T11:18:36.695832,2025-08-18T11:18:36.695832
703,participant_118,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,36,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
704,participant_118,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,54,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
705,participant_118,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,45,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
706,participant_118,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,35,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
707,participant_118,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,42,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
708,participant_118,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,40,2025-09-25T11:18:36.695937,2025-09-25T11:18:36.695937
709,participant_119,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Deniz - DApp Architect,Completed,37,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
710,participant_119,2,Voting System - Basit oylama mekanizması,Similar,Elif - Security Aware,Completed,41,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
711,participant_119,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,46,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
712,participant_119,4,NFT Minting - ERC721 benzeri NFT,Complementary,Deniz - DApp Architect,Completed,48,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
713,participant_119,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,48,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
714,participant_119,6,Auction System - Açık artırma sistemi,Similar,Elif - Security Aware,Completed,35,2025-09-16T11:18:36.696042,2025-09-16T11:18:36.696042
715,participant_120,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,51,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
716,participant_120,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,47,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
717,participant_120,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,52,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
718,participant_120,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,36,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
719,participant_120,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,47,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
720,participant_120,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,44,2025-11-08T11:18:36.696182,2025-11-08T11:18:36.696182
721,participant_121,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Mentor Fatma - Supportive,Completed,52,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
722,participant_121,2,Voting System - Basit oylama mekanizması,Complementary,Mentor Fatma - Supportive,Completed,36,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
723,participant_121,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Ali - Facilitator,Completed,39,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
724,participant_121,4,NFT Minting - ERC721 benzeri NFT,Similar,Ali - Facilitator,Completed,47,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
725,participant_121,5,Staking Contract - Token stake etme,Similar,Ali - Facilitator,Completed,42,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
726,participant_121,6,Auction System - Açık artırma sistemi,Complementary,Mentor Fatma - Supportive,Completed,35,2025-08-29T11:18:36.696288,2025-08-29T11:18:36.696288
727,participant_122,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,54,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
728,participant_122,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,37,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
729,participant_122,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,47,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
730,participant_122,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,47,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
731,participant_122,5,Staking Contract - Token stake etme,Similar,Burak - Blockchain Specialist,Completed,38,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
732,participant_122,6,Auction System - Açık artırma sistemi,Similar,Burak - Blockchain Specialist,Completed,46,2025-08-19T11:18:36.696401,2025-08-19T11:18:36.696401
733,participant_123,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Elif - Security Aware,Completed,45,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
734,participant_123,2,Voting System - Basit oylama mekanizması,Complementary,Deniz - DApp Architect,Completed,51,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
735,participant_123,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Deniz - DApp Architect,Completed,55,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
736,participant_123,4,NFT Minting - ERC721 benzeri NFT,Complementary,Deniz - DApp Architect,Completed,39,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
737,participant_123,5,Staking Contract - Token stake etme,Similar,Elif - Security Aware,Completed,42,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
738,participant_123,6,Auction System - Açık artırma sistemi,Similar,Elif - Security Aware,Completed,46,2025-09-13T11:18:36.696511,2025-09-13T11:18:36.696511
739,participant_124,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,53,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
740,participant_124,2,Voting System - Basit oylama mekanizması,Complementary,Burak - Blockchain Specialist,Completed,43,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
741,participant_124,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,38,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
742,participant_124,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,54,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
743,participant_124,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,50,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
744,participant_124,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,43,2025-10-08T11:18:36.696620,2025-10-08T11:18:36.696620
745,participant_125,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Ali - Facilitator,Completed,55,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
746,participant_125,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,38,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
747,participant_125,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Prof. Mehmet - Academic,Completed,39,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
748,participant_125,4,NFT Minting - ERC721 benzeri NFT,Complementary,Ali - Facilitator,Completed,40,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
749,participant_125,5,Staking Contract - Token stake etme,Similar,Prof. Mehmet - Academic,Completed,53,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
750,participant_125,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,36,2025-08-20T11:18:36.696726,2025-08-20T11:18:36.696726
751,participant_126,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Deniz - DApp Architect,Completed,50,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
752,participant_126,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,47,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
753,participant_126,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,40,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
754,participant_126,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,41,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
755,participant_126,5,Staking Contract - Token stake etme,Similar,Deniz - DApp Architect,Completed,46,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
756,participant_126,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,44,2025-09-25T11:18:36.696831,2025-09-25T11:18:36.696831
757,participant_127,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,46,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
758,participant_127,2,Voting System - Basit oylama mekanizması,Similar,Burak - Blockchain Specialist,Completed,42,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
759,participant_127,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Burak - Blockchain Specialist,Completed,43,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
760,participant_127,4,NFT Minting - ERC721 benzeri NFT,Similar,Burak - Blockchain Specialist,Completed,53,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
761,participant_127,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,41,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
762,participant_127,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,48,2025-11-08T11:18:36.696938,2025-11-08T11:18:36.696938
763,participant_128,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
764,participant_128,2,Voting System - Basit oylama mekanizması,Similar,Dr. Ayşe - Beginner Friendly,Completed,35,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
765,participant_128,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,39,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
766,participant_128,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,46,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
767,participant_128,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,44,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
768,participant_128,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,48,2025-09-13T11:18:36.697046,2025-09-13T11:18:36.697046
769,participant_129,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,46,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
770,participant_129,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,47,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
771,participant_129,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Deniz - DApp Architect,Completed,48,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
772,participant_129,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,53,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
773,participant_129,5,Staking Contract - Token stake etme,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
774,participant_129,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,44,2025-10-22T11:18:36.697152,2025-10-22T11:18:36.697152
775,participant_130,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,38,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
776,participant_130,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,50,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
777,participant_130,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,35,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
778,participant_130,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,39,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
779,participant_130,5,Staking Contract - Token stake etme,Complementary,Öğretmen Zeynep - Practical,Completed,53,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
780,participant_130,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,50,2025-08-12T11:18:36.697261,2025-08-12T11:18:36.697261
781,participant_131,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Can - Gas Optimizer,Completed,53,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
782,participant_131,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,54,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
783,participant_131,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
784,participant_131,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,46,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
785,participant_131,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,51,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
786,participant_131,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,44,2025-09-29T11:18:36.697369,2025-09-29T11:18:36.697369
787,participant_132,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Öğretmen Zeynep - Practical,Completed,50,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
788,participant_132,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,42,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
789,participant_132,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
790,participant_132,4,NFT Minting - ERC721 benzeri NFT,Complementary,Öğretmen Zeynep - Practical,Completed,53,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
791,participant_132,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,49,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
792,participant_132,6,Auction System - Açık artırma sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,51,2025-08-23T11:18:36.697477,2025-08-23T11:18:36.697477
793,participant_133,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,52,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
794,participant_133,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,55,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
795,participant_133,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,53,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
796,participant_133,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,49,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
797,participant_133,5,Staking Contract - Token stake etme,Similar,Dr. Ayşe - Beginner Friendly,Completed,36,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
798,participant_133,6,Auction System - Açık artırma sistemi,Complementary,Öğretmen Zeynep - Practical,Completed,54,2025-09-12T11:18:36.697583,2025-09-12T11:18:36.697583
799,participant_134,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,42,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
800,participant_134,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,38,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
801,participant_134,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,47,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
802,participant_134,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,53,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
803,participant_134,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,39,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
804,participant_134,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,49,2025-08-14T11:18:36.697692,2025-08-14T11:18:36.697692
805,participant_135,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Prof. Mehmet - Academic,Completed,47,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
806,participant_135,2,Voting System - Basit oylama mekanizması,Similar,Prof. Mehmet - Academic,Completed,43,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
807,participant_135,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Ali - Facilitator,Completed,52,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
808,participant_135,4,NFT Minting - ERC721 benzeri NFT,Similar,Prof. Mehmet - Academic,Completed,35,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
809,participant_135,5,Staking Contract - Token stake etme,Complementary,Ali - Facilitator,Completed,48,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
810,participant_135,6,Auction System - Açık artırma sistemi,Complementary,Ali - Facilitator,Completed,48,2025-11-06T11:18:36.697796,2025-11-06T11:18:36.697796
811,participant_136,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,38,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
812,participant_136,2,Voting System - Basit oylama mekanizması,Similar,Deniz - DApp Architect,Completed,55,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
813,participant_136,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,42,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
814,participant_136,4,NFT Minting - ERC721 benzeri NFT,Similar,Deniz - DApp Architect,Completed,54,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
815,participant_136,5,Staking Contract - Token stake etme,Similar,Deniz - DApp Architect,Completed,45,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
816,participant_136,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,53,2025-09-27T11:18:36.697901,2025-09-27T11:18:36.697901
817,participant_137,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,49,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
818,participant_137,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,37,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
819,participant_137,3,Escrow Contract - Güvenli ödeme sistemi,Complementary,Burak - Blockchain Specialist,Completed,50,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
820,participant_137,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,38,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
821,participant_137,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,35,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
822,participant_137,6,Auction System - Açık artırma sistemi,Similar,Can - Gas Optimizer,Completed,48,2025-08-13T11:18:36.698007,2025-08-13T11:18:36.698007
823,participant_138,1,Token Transfer Contract - ERC20 benzeri basit token,Complementary,Burak - Blockchain Specialist,Completed,49,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
824,participant_138,2,Voting System - Basit oylama mekanizması,Similar,Can - Gas Optimizer,Completed,41,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
825,participant_138,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Can - Gas Optimizer,Completed,39,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
826,participant_138,4,NFT Minting - ERC721 benzeri NFT,Complementary,Burak - Blockchain Specialist,Completed,42,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
827,participant_138,5,Staking Contract - Token stake etme,Similar,Can - Gas Optimizer,Completed,40,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
828,participant_138,6,Auction System - Açık artırma sistemi,Complementary,Burak - Blockchain Specialist,Completed,52,2025-10-27T11:18:36.698111,2025-10-27T11:18:36.698111
829,participant_139,1,Token Transfer Contract - ERC20 benzeri basit token,Similar,Dr. Ayşe - Beginner Friendly,Completed,53,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
830,participant_139,2,Voting System - Basit oylama mekanizması,Complementary,Öğretmen Zeynep - Practical,Completed,37,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
831,participant_139,3,Escrow Contract - Güvenli ödeme sistemi,Similar,Dr. Ayşe - Beginner Friendly,Completed,38,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
832,participant_139,4,NFT Minting - ERC721 benzeri NFT,Similar,Dr. Ayşe - Beginner Friendly,Completed,37,2025-08-15T11:18:36.698216,2025-08-15T11:18:36.698216
